门店ID,品牌品类,部门(新版),类别描述(新版),日历年(YYYY年),日历周(周一起),直营净零售数量
A00021S112,Metersbonwe品牌,男装,梭织长裤,2018年,2018 W46,69
A00021S112,Metersbonwe品牌,男装,梭织长裤,2018年,2018 W47,60
A00021S112,Metersbonwe品牌,男装,梭织长裤,2018年,2018 W48,97
A00021S112,Metersbonwe品牌,男装,梭织长裤,2018年,2018 W49,65
A00021S112,Metersbonwe品牌,男装,梭织长裤,2018年,2018 W50,101
A00021S112,Metersbonwe品牌,男装,梭织长裤,2018年,2018 W51,104
A00021S112,Metersbonwe品牌,男装,梭织长裤,2018年,2018 W52,140
A00021S112,Metersbonwe品牌,男装,梭织长裤,2018年,2019 W01,45
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W01,95
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W02,101
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W03,124
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W04,94
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W05,89
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W06,41
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W07,53
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W08,57
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W09,59
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W10,78
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W11,128
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W12,90
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W13,105
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W14,147
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W15,147
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W16,116
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W17,116
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W18,245
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W19,130
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W20,128
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W21,93
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W22,86
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W23,148
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W24,97
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W25,97
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W26,85
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W27,130
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W28,111
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W29,128
A00021S112,Metersbonwe品牌,男装,梭织长裤,2019年,2019 W30,83
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W01,2
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W02,4
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W03,5
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W04,11
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W05,4
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W06,6
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W07,5
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W08,6
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W09,4
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W10,7
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W11,3
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W12,5
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W13,16
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W14,25
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W15,11
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W16,8
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W17,2
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W36,1
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W40,7
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W41,4
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W42,8
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W43,9
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W44,5
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W48,1
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W50,1
A00021S112,Metersbonwe品牌,男装,毛织开衫,2017年,2017 W52,1
A00021S112,Metersbonwe品牌,男装,毛织开衫,2018年,2018 W02,1
A00021S112,Metersbonwe品牌,男装,毛织开衫,2018年,2018 W07,1
A00021S112,Metersbonwe品牌,男装,毛织开衫,2018年,2018 W09,1
A00021S112,Metersbonwe品牌,男装,毛织开衫,2018年,2018 W10,5
A00021S112,Metersbonwe品牌,男装,毛织开衫,2018年,2018 W11,4
A00021S112,Metersbonwe品牌,男装,毛织开衫,2018年,2018 W12,1
A00021S112,Metersbonwe品牌,男装,毛织开衫,2018年,2018 W13,5
A00021S112,Metersbonwe品牌,男装,毛织开衫,2018年,2018 W14,6
A00021S112,Metersbonwe品牌,男装,毛织褛,2017年,2017 W03,1
A00021S112,Metersbonwe品牌,男装,毛织褛,2017年,2017 W04,1
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W07,3
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W08,2
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W09,2
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W13,6
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W14,7
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W15,16
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W16,8
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W17,13
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W18,12
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W19,4
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W20,1
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W21,8
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W22,8
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W24,8
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W25,4
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W26,11
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W27,12
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W28,7
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W29,8
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W30,11
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W31,10
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W32,10
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W33,13
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W34,1
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W35,4
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W36,3
A00021S112,Metersbonwe品牌,男装,牛仔T恤,2017年,2017 W37,1
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W16,3
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W17,23
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W18,19
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W19,30
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W20,34
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W21,34
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W22,55
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W23,34
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W24,62
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W25,42
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W26,76
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W27,68
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W28,62
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W29,49
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W30,46
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W31,40
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W32,43
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W33,22
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W34,22
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W35,6
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2017年,2017 W36,-1
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W18,16
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W19,16
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W20,29
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W21,20
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W22,26
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W23,20
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W24,35
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W25,35
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W26,41
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W27,32
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W28,43
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W29,31
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W30,26
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W31,41
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W32,28
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W33,27
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2018年,2018 W34,16
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W15,1
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W16,2
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W17,6
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W18,10
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W19,2
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W20,2
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W21,20
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W22,22
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W23,31
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W24,16
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W25,22
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W26,21
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W27,13
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W28,10
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W29,9
A00021S112,Metersbonwe品牌,男装,牛仔中裤,2019年,2019 W30,8
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W01,3
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W02,2
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W03,9
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W04,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W05,12
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W06,8
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W07,17
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W08,23
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W09,35
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W10,41
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W11,37
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W12,28
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W13,26
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W14,31
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W15,17
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W16,6
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W17,5
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W18,4
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W19,2
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W20,3
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W26,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W29,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W30,4
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W31,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W32,7
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W33,9
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W34,6
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W35,13
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W36,12
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W37,19
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W38,22
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W39,32
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W40,44
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W41,18
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W42,41
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W43,25
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W44,12
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W45,7
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W46,2
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W47,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2017年,2017 W50,2
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W05,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W06,14
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W07,23
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W08,37
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W09,52
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W10,35
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W11,40
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W12,48
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W13,45
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W14,53
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W15,39
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W16,19
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W17,12
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W18,2
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W19,2
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W20,3
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W21,6
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W22,4
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W23,3
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W24,4
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W25,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W26,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W28,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W29,2
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W30,7
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W31,14
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W32,4
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W33,7
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W34,26
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W35,36
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W36,21
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W37,29
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W38,55
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W39,69
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W40,152
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W41,121
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W42,36
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W43,40
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W44,33
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W45,28
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W46,12
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2018年,2018 W47,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W03,2
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W04,7
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W05,8
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W06,17
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W07,22
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W08,16
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W09,17
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W10,49
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W11,99
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W12,72
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W13,44
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W14,62
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W15,22
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W16,12
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W17,9
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W18,15
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W19,5
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W21,2
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W22,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W23,2
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W26,1
A00021S112,Metersbonwe品牌,男装,牛仔茄克,2019年,2019 W27,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W02,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W03,5
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W05,5
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W06,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W07,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W08,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W09,9
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W10,10
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W11,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W12,7
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W13,11
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W14,24
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W15,26
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W16,27
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W17,37
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W18,33
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W19,10
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W20,9
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W21,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W22,8
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W23,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W24,6
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W26,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W28,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W29,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W30,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W31,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W32,1
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W33,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W34,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W35,8
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W36,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W38,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W39,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W40,23
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W41,6
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W42,8
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W43,5
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W44,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W45,7
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W46,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W48,1
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W49,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W51,1
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2017年,2017 W52,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W01,6
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W02,5
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W03,6
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W04,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W05,1
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W06,8
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W07,6
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W08,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W09,6
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W10,8
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W11,6
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W12,12
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W13,12
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W14,11
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W15,6
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W17,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W18,7
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W19,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W20,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W21,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W22,5
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W24,1
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W25,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W26,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W27,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W28,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W29,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W30,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W31,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W32,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W33,7
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W34,7
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W35,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W36,1
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W37,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W38,1
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W39,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W40,4
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W41,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W42,2
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W43,3
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W44,1
A00021S112,Metersbonwe品牌,男装,牛仔衬衫,2018年,2018 W45,1
